,CODIGO_INFORME_TECNICO,PHEV_AUTO_INTERURB_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,MODELO,AUTOP_PHEV_RURAL_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,FECHA_HOML,HCHO_EMISION_EPA_MGKM,URB_REND_WLTC_KML,PHEV_REND_COMBUSTIBLE_VH_PONDERADO_KML,PESO_BRUTO_VH_KG,POND_PHEV_EMIS_CO2_WLTC_VH_GKM,PHEV_REND_EV_CONSUM_PONDERADO_CD_CARGA_VH_WLTC_WHKM,CO2_VH_GASOL_GLP_GNC_GRKM,COMB_PHEV_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,EV_PHEV_REND_VH_PONDERADO_KMKWH,URB_AUTOP_PHEV_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,REND_LOW_H2_KG_100_KM_FCEV_VH_CELDA,NMOG_EMISION_EPA_GKM,AUTOP_PHEV_RURAL_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,TRANSMISION,MIXTO_CO2_VH_GASOL_GLP_GNC_GRKM,PHEV_REND_EV_CONSUM_PONDERADO_CS_MANTEN_CARGA_VH_WLTC_WHKM,MIXTO_REND_COMBUSTIBLE_KML,PHEV_PONDERADO_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,COMB_PHEV_REND_EV_CONSUM_CD_CARGA_VH_WLTC_WHKM,EV_MOTOR_POT_MAX_KW,TIPO_CARROCERIA,CILINDRADA_LTS,CARRETERA_REND_COMBUSTIBLE_KML,REND_HIGHT_H2_KG_100_KM_FCEV_VH_CELDA,ANCHO_VH_MM,EMISION_NPS_KM_EU_KM,REND_EV_PHEV_CD_CONSUM_CARGA_VH_WLTC_KMKWH,CARRETERA_REND_GASOL_VH_GLP_GNC_KML,CIUDAD_REND_COMBUSTIBLE_KML,REND_EV_PHEV_PONDERADO_CS_MANTEN_CARGA_VH_WLTC_CONSUM_KMKWH,NOX_EMISION_EPA_GKM,CO2_PHEV_REND_PONDERADO_VH_GKM,HC_NOX_EMISION_EU_GKM,FOOT_PRINT_MT2,EMIS_NORMA,CIUDAD_REND_GLP_GNC_VH_GASOL_KML,NOX_EMISION_EU_GKM,PHEV_PONDERADO_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,COMB_PHEV_REND_EV_CONSUM_CS_MANTEN_CARGA_VH_WLTC_WHKM,HCHO_EMISION_EU_MGKM,IMPORTADOR,CIUDAD_REND_GASOL_VH_GLP_GNC_KML,CATEGORIA_VH,HC_EMISION_EU_GKM,URB_PHEV_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,DIST_EJES_MM,COMB_REND_WLTC_KML,AUTOP_REND_RURAL_WLTC_KML,REND_EV_PHEV_CS_MANTEN_CARGA_VH_WLTC_CONSUM_KMKWH,MP_EMISION_MASA_PARTICULAS_EU_GKM,COMB_CS_PHEV_EMIS_CO2_WLTC_VH_GKM,PROPULSION,CARRETERA_REND_GLP_GNC_VH_GASOL_KML,EMIS_CO2_GKM,COMB_CD_PHEV_EMIS_CO2_WLTC_VH_GKM,PHEV_AUTO_INTERURB_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,CO_EMISION_EU_GKM,EV_MOTOR_POT_MAX_KW_1,MIXTO_REND_GASOL_VH_GLP_GNC_KML,CERT,CO2_COMB_GKM,REND_AUTO_INTERURB_WLTC_KML,URB_AUTOP_REND_URBANA_WLTC_KML,MARCA,REND_EV_VH_KMKWH,HCNM_EMISION_EPA_GKM,HCNM_EMISION_EU_GKM,NMOG_NOX_EMISION_EPA,HC_EMISION_EPA_GKM,N2O_EMISION_EPA,URB_AUTOP_PHEV_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,REND_EV_PHEV_PONDERADO_CD_CONSUM_CARGA_VH_WLTC_KMKWH,URB_PHEV_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,COMBUSTIBLE,MIXTO_REND_GLP_GNC_VH_GASOL_KML,NMOG_EMISION_EU_GKM,CO_EMISION_EPA_GKM,ART_DS_MTT_ESTD_SUP,MP_EMISION_EPA_MASA_PARTICULAS_GKM,COMB_PHEV_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,AÑO,CATEGORIA_PROPULSION,TIPO_LDV,REND_EQUIV_KML,EMIS_CO2_EQUIV,N2O_GKM,MP_GKM,NP,HCHO_MGKM,HC_GKM,HC_NOX_GKM,HCNM_GKM,NMOG_NOX_GKM,NOX_GKM,NMOG_GKM,CO_GKM,RUT,IMP_COD
7382,HY10147E60725M02-7,-,staria us4 2.2 crdi 7 asientos 8at 4wd e6d,-,2025-10-02,,8.3,-,3010.0,-,-,,-,-,-,,,-,A,-,-,,-,-,-,station wagon,2.2,-,-,1997,24000000000.0,-,-,-,-,,,0.0748,6.536181,euro 6 d,-,0.0243999999999999,-,-,,Automotores Gildemeister SPA,-,mc3d,0.0537,-,3273,11.3,13.5,-,0.00015,-,combustion,-,,-,-,0.1561999999999999,-,,C.H. 7460,232,11.3,11.1,hyundai,,,-,,,,-,-,-,diesel,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2025,ice,mediano,14.73,177.54,0.0,7.5e-05,24000000000.0,0.0,0.02685,0.0748,0.0,0.0,0.01219999999999995,0.0,0.07809999999999995,79.649.140-K,GILD79649140K
7383,KI10051E60625S00-1,-,seltos ex 1.5l ivt,-,2025-10-02,,11.3,-,1685.0,-,-,,-,-,-,,,-,A,-,-,,-,-,-,station wagon,1.5,-,-,1800,,-,-,-,-,,,,4.734,euro 6 c,-,0.0096999999999999,-,-,,Empresas Indumotora SPA,-,lpo,0.0273999999999999,-,2630,14.9,18,-,,-,combustion,-,,-,-,0.2337,-,,C.H. 7465,152,13.6,16.9,kia,,,0.02584,,,,-,-,-,gasolina,-,,,,,-,2025,ice,liviano,14.73,177.54,0.0,0.0,0.0,0.0,0.01369999999999995,0.0,0.0,0.0,0.00484999999999995,0.0,0.11685,76.078.288-2,INDU760782882
7384,BM10153E60725S00-8,12.7,x1 xdrive 25e,15.7,2025-11-05,,12.5,86,2430.0,27,196,,14.1,5.1,16,,,,A,-,196,,86,197,-,station wagon,1.5,-,-,1845,42600000000.0,5.1,-,-,5.1,,27.0,,4.96674,euro 6 e,-,0.0087,86,219,,derco s.p.a.,-,lph,0.0096999999999999,,2692,14.1,15.7,4.6,0.00035,161,vehiculos hibrido con recarga exterior,-,,15,,0.1346,-,,C.H. 7466,161,12.7,16,bmw,,,0.008199999999999999,,,,,5.1,12.5,gasolina/hibrido,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,458.7,2025,,liviano,14.73,27.0,0.0,0.000175,42600000000.0,0.0,0.00484999999999995,0.0,0.0,0.0,0.00435,0.0,0.0673,,
7385,LR10202E60825M00-9,-,defender 90 3.0id s mhev,-,2025-10-06,,8.1,-,2970.0,-,-,,-,-,-,,,-,A,-,-,,-,-,-,station wagon,3,-,-,1996,11000000000.0,-,-,-,-,,,0.0555,5.163652,euro 6 e,-,0.0179,-,-,,derco s.p.a.,-,mc3d,0.0376,-,2587,11.1,13.4,-,0.00028,-,combustion,-,,-,-,0.1349,-,,C.H. 7464,237,10.6,11.6,land rover,,,-,,,,-,-,-,diesel,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2025,ice,mediano,14.73,177.54,0.0,0.00014,11000000000.0,0.0,0.0188,0.0555,0.0,0.0,0.00895,0.0,0.06745,,
7386,LR10202E60825M01-3,-,defender 90 3.0id x-dynamic se mhev,-,2025-10-06,,8.1,-,2970.0,-,-,,-,-,-,,,-,A,-,-,,-,-,-,station wagon,3,-,-,1996,11000000000.0,-,-,-,-,,,0.0555,5.163652,euro 6 e,-,0.0179,-,-,,derco s.p.a.,-,mc3d,0.0376,-,2587,11.1,13.4,-,0.00028,-,combustion,-,,-,-,0.1349,-,,C.H. 7464,237,10.6,11.6,land rover,,,-,,,,-,-,-,diesel,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2025,ice,mediano,14.73,177.54,0.0,0.00014,11000000000.0,0.0,0.0188,0.0555,0.0,0.0,0.00895,0.0,0.06745,,
7387,LR10202E60825M02-8,-,defender 90 3.0id x-dynamic hse mhev,-,2025-10-06,,8.1,-,2970.0,-,-,,-,-,-,,,-,A,-,-,,-,-,-,station wagon,3,-,-,1996,11000000000.0,-,-,-,-,,,0.0555,5.163652,euro 6 e,-,0.0179,-,-,,derco s.p.a.,-,mc3d,0.0376,-,2587,11.1,13.4,-,0.00028,-,combustion,-,,-,-,0.1349,-,,C.H. 7464,237,10.6,11.6,land rover,,,-,,,,-,-,-,diesel,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2025,ice,mediano,14.73,177.54,0.0,0.00014,11000000000.0,0.0,0.0188,0.0555,0.0,0.0,0.00895,0.0,0.06745,,
7388,MB10170E60725M00-6,-,g 500 4matic,-,2025-10-07,,6.5,-,3200.0,-,-,,-,-,-,,,-,A,-,-,,-,-,-,station wagon,3,-,-,1931,14600000000.0,-,-,-,-,,,,5.58059,euro 6 e,-,0.0153,-,-,,Importadora y Comercializadora K Tres SPA,-,mc3o,0.0143,-,2890,8.2,9.8,-,0.0001,-,combustion,-,,-,-,0.2632,-,,C.H. 7467,276,7.4,9.3,m. benz,,,0.0109,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2025,ice,mediano,14.73,177.54,0.0,5e-05,14600000000.0,0.0,0.00715,0.0,0.0,0.0,0.00765,0.0,0.1316,77.230.785-5,KTRE772307855
7389,AD10275EL0925S00-2,-,a6 e-tron,-,2025-10-07,,-,-,2675.0,-,-,,-,-,-,,,-,A,-,-,,-,-,210,hatchback,0,-,-,1923,,-,-,-,-,,,,5.665158,,-,,-,-,,Porsche Chile SPA,-,lpe,,-,2946,,-,-,,-,vehiculo electrico,-,,-,-,,-,,C.H. 7468,-,-,-,audi,8.3,,-,,,,-,-,-,electrico,-,,,,,-,2025,bev,liviano,71.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.245.828-4,PORS762458284
7390,AD10275EL0925S01-7,-,a6 e-tron avant,-,2025-10-07,,-,-,2685.0,-,-,,-,-,-,,,-,A,-,-,,-,-,210,station wagon,0,-,-,1923,,-,-,-,-,,,,5.665158,,-,,-,-,,Porsche Chile SPA,-,lpe,,-,2946,,-,-,,-,vehiculo electrico,-,,-,-,,-,,C.H. 7468,-,-,-,audi,8.0,,-,,,,-,-,-,electrico,-,,,,,-,2025,bev,liviano,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.245.828-4,PORS762458284
7391,KY10114E60725S00-5,-,gran mamut v7 cargo van,-,2025-10-07,,-,-,2495.0,-,-,,-,-,-,,,-,M,-,-,11.7,-,-,-,furgon,1.6,14.2,-,1680,,-,-,9,-,,,,5.2668,euro 6 c,-,0.0348,-,-,,Tattersall Automotriz SA,-,cc2o,0.0355,-,3135,,-,-,,-,combustion,-,195.0,-,-,0.4993999999999999,-,,C.H. 7469,-,-,-,kyc,,,0.0143,,,,-,-,-,gasolina,-,,,,,-,2025,ice,liviano,11.7,195.0,0.0,0.0,0.0,0.0,0.01775,0.0,0.0,0.0,0.0174,0.0,0.24969999999999995,83.019.900-4,TATT830199004
7392,BM10133E60725S00-7,-,530e berlina,-,2025-10-08,,10,120.6,2655.0,-,-,,-,4.6,-,,,-,A,-,-,,-,-,-,sedan,2,-,-,2156,99500000000.0,-,-,-,-,,19.0,,6.45722,euro 6 e,-,0.0141999999999999,-,-,,derco s.p.a.,-,lph,0.0138,-,2995,13.7,15,-,0.0001799999999999,-,vehiculos hibrido con recarga exterior,-,,-,-,0.2016,-,,C.H. 7472,165,13.5,15.8,bmw,,,0.0111,,,,-,-,-,gasolina/hibrido,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2025,,liviano,14.73,19.0,0.0,8.999999999995e-05,99500000000.0,0.0,0.0069,0.0,0.0,0.0,0.00709999999999995,0.0,0.1008,,
7393,FN10239E60825M00-8,-,midi cargo box,-,2025-10-09,,10,-,2710.0,-,-,,-,-,-,,,-,A,-,-,,-,-,-,camioneta,1.2,-,-,1700,,-,-,-,-,,,,5.219,euro 6 c,-,0.026103,-,-,,dfmc s.p.a.,-,mc2o,0.0281,-,3070,10.3,11.5,-,,-,combustion,-,,-,-,0.30874,-,,C.H. 7473,258,8.8,12.3,foton,,,0.0257,,,,-,-,-,gasolina,-,,,,,-,2025,ice,mediano,14.73,177.54,0.0,0.0,0.0,0.0,0.01405,0.0,0.0,0.0,0.0130515,0.0,0.15437,,
7394,FN10239E60825M01-2,-,midi refrigerado,-,2025-10-09,,10,-,2710.0,-,-,,-,-,-,,,-,A,-,-,,-,-,-,camioneta,1.2,-,-,1700,,-,-,-,-,,,,5.219,euro 6 c,-,0.026103,-,-,,dfmc s.p.a.,-,mc2o,0.0281,-,3070,10.3,11.5,-,,-,combustion,-,,-,-,0.30874,-,,C.H. 7473,258,8.8,12.3,foton,,,0.0257,,,,-,-,-,gasolina,-,,,,,-,2025,ice,mediano,14.73,177.54,0.0,0.0,0.0,0.0,0.01405,0.0,0.0,0.0,0.0130515,0.0,0.15437,,
7395,FN10239E60825M02-7,-,midi dcab,-,2025-10-09,,10,-,2710.0,-,-,,-,-,-,,,-,A,-,-,,-,-,-,camioneta,1.2,-,-,1650,,-,-,-,-,,,,5.0655,euro 6 c,-,0.026103,-,-,,dfmc s.p.a.,-,mc2o,0.0281,-,3070,10.3,11.5,-,,-,combustion,-,,-,-,0.30874,-,,C.H. 7473,258,8.8,12.3,foton,,,0.0257,,,,-,-,-,gasolina,-,,,,,-,2025,ice,mediano,14.73,177.54,0.0,0.0,0.0,0.0,0.01405,0.0,0.0,0.0,0.0130515,0.0,0.15437,,
7396,FN10239E60825M03-1,-,midi cs,-,2025-10-09,,10,-,2710.0,-,-,,-,-,-,,,-,A,-,-,,-,-,-,camioneta,1.2,-,-,1650,,-,-,-,-,,,,5.0655,euro 6 c,-,0.026103,-,-,,dfmc s.p.a.,-,mc2o,0.0281,-,3070,10.3,11.5,-,,-,combustion,-,,-,-,0.30874,-,,C.H. 7473,258,8.8,12.3,foton,,,0.0257,,,,-,-,-,gasolina,-,,,,,-,2025,ice,mediano,14.73,177.54,0.0,0.0,0.0,0.0,0.01405,0.0,0.0,0.0,0.0130515,0.0,0.15437,,
7397,VW9984E60525S00-4,-,virtus 1.6 mt,-,2025-10-09,,-,-,1550.0,-,-,,-,-,-,,,-,M,-,-,14.9,-,-,-,sedan,1.6,18.2,-,1751,,-,-,11.5,-,,,,4.641901,euro 6 d,-,0.0135,-,-,,Porsche Chile SPA,-,lpo,0.0276,-,2651,,-,-,,-,combustion,-,152.0,-,-,0.5272,-,,C.H. 7475,-,-,-,volkswagen,,,0.0248,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2025,ice,liviano,14.9,152.0,0.0,0.0,0.0,0.0,0.0138,0.0,0.0,0.0,0.00675,0.0,0.2636,76.245.828-4,PORS762458284
7398,SB9976T3C0525M00-2,-,evoltis 2.4 cvt,-,2025-10-09,,-,-,2721.0,-,-,,-,-,-,,,-,A,-,-,9.6,-,-,-,station wagon,2.4,12.5,-,1930,,-,-,6.9,-,,,0.0251,5.5777,tier 3 b70,-,0.0251,-,-,0.0001242,derco s.p.a.,-,mt1o,,-,2890,,-,-,0.0002485,-,combustion,-,235.0,-,-,0.2299,-,,C.H. 7476,-,-,-,subaru,,,-,,,,-,-,-,gasolina,-,,,,,-,2025,ice,mediano,9.6,235.0,0.0,0.00012425,0.0,6.21e-05,0.0,0.0251,0.0,0.0,0.01255,0.0,0.11495,,
7399,JC10152E60725S00-0,-,js8 1.5t-gdi  6mt 7p e6c,-,2025-10-10,,-,-,2130.0,-,-,,-,-,-,,,-,M,-,-,12.3,-,-,-,station wagon,1.5,14.5,-,1870,202000000000.0,-,-,9.8,-,,,,5.2547,euro 6 c,-,0.0208,-,-,,Automotores Gildemeister SPA,-,lpo,0.01218,-,2810,,-,-,0.0006,-,combustion,-,194.0,-,-,0.2164499999999999,-,,C.H. 7477,-,-,-,jac,,,0.00871,,,,-,-,-,gasolina,-,,,,,-,2025,ice,liviano,12.3,194.0,0.0,0.0003,202000000000.0,0.0,0.00609,0.0,0.0,0.0,0.0104,0.0,0.10822499999999995,79.649.140-K,GILD79649140K
7400,HY10165E60725S00-9,-,santa fe mx5c 2.0t-gdi 8at 4wd e6c,-,2025-10-10,,6.1,-,2665.0,-,-,,-,-,-,,,-,A,-,-,,-,-,-,station wagon,2,-,-,1900,318000000000.0,-,-,-,-,,,,5.3485,euro 6 c,-,0.0141,-,-,,Automotores Gildemeister SPA,-,lpo,0.021,-,2815,8.9,11.2,-,0.00102,-,combustion,-,,-,-,0.2148,-,,C.H. 7479,239,8.4,9.9,hyundai,,,0.0177,,,,-,-,-,gasolina,-,,,,,-,2025,ice,liviano,14.73,177.54,0.0,0.00051,318000000000.0,0.0,0.0105,0.0,0.0,0.0,0.00705,0.0,0.1074,79.649.140-K,GILD79649140K
7401,HY10165E60725S01-3,-,santa fe mx5c 2.0t-gdi 8at 2wd e6c,-,2025-10-10,,6.1,-,2630.0,-,-,,-,-,-,,,-,A,-,-,,-,-,-,station wagon,2,-,-,1900,318000000000.0,-,-,-,-,,,,5.3485,euro 6 c,-,0.0141,-,-,,Automotores Gildemeister SPA,-,lpo,0.021,-,2815,8.9,11.2,-,0.00102,-,combustion,-,,-,-,0.2148,-,,C.H. 7479,239,8.4,9.9,hyundai,,,0.0177,,,,-,-,-,gasolina,-,,,,,-,2025,ice,liviano,14.73,177.54,0.0,0.00051,318000000000.0,0.0,0.0105,0.0,0.0,0.0,0.00705,0.0,0.1074,79.649.140-K,GILD79649140K
7402,JP10220T3C0825S00-5,-,jeep compass blackhawk,-,2025-10-13,0.4287,-,-,2106.0,-,-,,-,-,-,,,-,A,-,-,11.2,-,-,-,station wagon,2,14.4,-,1819,,-,-,8,-,0.00526,,,4.794884,tier 3 b70,-,,-,-,,Astara Chile SPA,-,lpo,,-,2636,,-,-,,-,combustion,-,207.0,-,-,,-,,C.H. 7470,-,-,-,jeep,,,-,0.24174,,,-,-,-,gasolina,-,,0.1249,,0.00025,-,2025,ice,liviano,11.2,207.0,0.0,0.000125,0.0,0.21435,0.0,0.0,0.0,0.24174,0.00263,0.0,0.06245,96.861.240-9,ASTA968612409
7403,JP10220T3C0825S01-0,-,jeep compass overland,-,2025-10-13,0.4287,-,-,2106.0,-,-,,-,-,-,,,-,A,-,-,11.2,-,-,-,station wagon,2,14.4,-,1819,,-,-,8,-,0.00526,,,4.794884,tier 3 b70,-,,-,-,,Astara Chile SPA,-,lpo,,-,2636,,-,-,,-,combustion,-,207.0,-,-,,-,,C.H. 7470,-,-,-,jeep,,,-,0.24174,,,-,-,-,gasolina,-,,0.1249,,0.00025,-,2025,ice,liviano,11.2,207.0,0.0,0.000125,0.0,0.21435,0.0,0.0,0.0,0.24174,0.00263,0.0,0.06245,96.861.240-9,ASTA968612409
7404,PG10229EL0825M00-1,-,e-traveller 8p 75 kw,-,2025-10-13,,-,-,3130.0,-,-,,-,-,-,,,-,A,-,-,,-,-,100,minibus,0,-,-,1924,,-,-,-,-,,,,6.3011,,-,,-,-,,Stellantis Chile SA,-,mc3e,,-,3275,,-,-,,-,vehiculo electrico,-,,-,-,,-,,C.H. 7471,-,-,-,peugeot,5.9,,-,,,,-,-,-,electrico,-,,,,,-,2025,bev,mediano,50.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.687.500-K,STEL84687500K
7405,KI10060E60625S00-0,-,carens ex 1.5l 7dct turbo-gdi full 7p,-,2025-10-13,,-,-,1980.0,-,-,,-,-,-,,,-,A,-,-,15.1,-,-,-,station wagon,1.5,17.1,-,1800,140000000000.0,-,-,12.5,-,,,,5.004,euro 6 c,-,0.0245,-,-,,Empresas Indumotora SPA,-,lpo,0.027,-,2780,,-,-,0.0006,-,combustion,-,152.0,-,-,0.1651,-,,C.H. 7482,-,-,-,kia,,,0.0212,,,,-,-,-,gasolina,-,,,,,-,2025,ice,liviano,15.1,152.0,0.0,0.0003,140000000000.0,0.0,0.0135,0.0,0.0,0.0,0.01225,0.0,0.08255,76.078.288-2,INDU760782882
7406,KI10060E60625S01-5,-,carens ex 1.5l 7dct turbo-gdi full 5p,-,2025-10-13,,-,-,1900.0,-,-,,-,-,-,,,-,A,-,-,15.1,-,-,-,station wagon,1.5,17.1,-,1800,140000000000.0,-,-,12.5,-,,,,5.004,euro 6 c,-,0.0245,-,-,,Empresas Indumotora SPA,-,lpo,0.027,-,2780,,-,-,0.0006,-,combustion,-,152.0,-,-,0.1651,-,,C.H. 7482,-,-,-,kia,,,0.0212,,,,-,-,-,gasolina,-,,,,,-,2025,ice,liviano,15.1,152.0,0.0,0.0003,140000000000.0,0.0,0.0135,0.0,0.0,0.0,0.01225,0.0,0.08255,76.078.288-2,INDU760782882
7407,HN10272E60925S00-8,-,wr-v touring,-,2025-10-14,,-,-,1700.0,-,-,,-,-,-,,,-,A,-,-,15.6,-,-,-,hatchback,1.5,17.9,-,1790,,-,-,12.8,-,,,,5.1731,euro 6 c,-,0.0096,-,-,,Honda Motor de Chile SA,-,lpo,0.0226,-,2890,,-,-,,-,combustion,-,146.0,-,-,0.1401,-,,C.H. 7480,,-,-,honda,,,0.020300000000000002,,,,-,-,-,gasolina,-,,,,,-,2025,ice,liviano,15.6,146.0,0.0,0.0,0.0,0.0,0.0113,0.0,0.0,0.0,0.0048,0.0,0.07005,96.870.620-9,HOND968706209
7408,HN10272E60925S01-2,-,wr-v ex,-,2025-10-14,,-,-,1700.0,-,-,,-,-,-,,,-,A,-,-,15.6,-,-,-,hatchback,1.5,17.9,-,1790,,-,-,12.8,-,,,,5.1731,euro 6 c,-,0.0096,-,-,,Honda Motor de Chile SA,-,lpo,0.0226,-,2890,,-,-,,-,combustion,-,146.0,-,-,0.1401,-,,C.H. 7480,,-,-,honda,,,0.020300000000000002,,,,-,-,-,gasolina,-,,,,,-,2025,ice,liviano,15.6,146.0,0.0,0.0,0.0,0.0,0.0113,0.0,0.0,0.0,0.0048,0.0,0.07005,96.870.620-9,HOND968706209
7409,SW10140E60725S00-7,-,g03f 1.5 mpi mt 7p e6e,-,2025-10-14,,10.3,-,1925.0,-,-,,-,-,-,,,-,M,-,-,,-,-,-,station wagon,1.5,-,-,1815,,-,-,-,-,,,,5.018475,euro 6 e,-,0.0276,-,-,,Automotores Gildemeister SPA,-,lpo,0.0186,-,2765,13.8,16.2,-,,-,combustion,-,,-,-,0.183,-,,C.H. 7481,181,13.5,14.4,swm,,,0.0147,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2025,ice,liviano,14.73,177.54,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0138,0.0,0.0915,79.649.140-K,GILD79649140K
7410,PO10293E60925S00-6,-,718 cayman s,-,2025-10-14,,6.4,-,1695.0,-,-,,-,-,-,,,-,A,-,-,,-,-,-,coupe,2.5,-,-,1801,12000000000.0,-,-,-,-,,,,4.457475,euro 6 c,-,0.0238999999999999,-,-,,derco s.p.a.,-,lpo,0.0219,-,2475,10.0,11.7,-,0.0003,-,combustion,-,,-,-,0.1571,-,,C.H. 7483,226,11,10,porsche,,,0.019600000000000003,,,,-,-,-,gasolina,-,,,,,-,2025,ice,liviano,14.73,177.54,0.0,0.00015,12000000000.0,0.0,0.01095,0.0,0.0,0.0,0.01194999999999995,0.0,0.07855,,
7411,PO10293E60925S01-0,-,718 boxster s,-,2025-10-14,,6.4,-,1695.0,-,-,,-,-,-,,,-,A,-,-,,-,-,-,cabriolet,2.5,-,-,1801,12000000000.0,-,-,-,-,,,,4.457475,euro 6 c,-,0.0238999999999999,-,-,,derco s.p.a.,-,lpo,0.0219,-,2475,10.0,11.7,-,0.0003,-,combustion,-,,-,-,0.1571,-,,C.H. 7483,226,11,10,porsche,,,0.019600000000000003,,,,-,-,-,gasolina,-,,,,,-,2025,ice,liviano,14.73,177.54,0.0,0.00015,12000000000.0,0.0,0.01095,0.0,0.0,0.0,0.01194999999999995,0.0,0.07855,,
7412,RD10227EL0825M00-7,-,rd6 pick up 73kwh,-,2025-12-03,,-,-,3235.0,-,-,,-,-,-,,,-,A,-,-,,-,-,200,camioneta,0,-,-,1900,,-,-,-,-,,,,5.928,,-,,-,-,,Tattersall Automotriz SA,-,mc3e,,-,3120,,-,-,,-,vehiculo electrico,-,,-,-,,-,,C.H. 7484,-,-,-,riddara,5.3,,-,,,,-,-,-,electrico,-,,,,,-,2025,bev,mediano,45.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.019.900-4,TATT830199004
7413,RM10194T3E0825M00-K,-,1500 rho 4x4,-,2025-10-15,,-,-,3538.0,-,-,,-,-,-,,0.003914,-,A,-,-,7.6,-,-,-,camioneta,3,9,-,2084,,-,-,6,-,0.009072,,,7.652448,tier 3 b30,-,,-,-,,Astara Chile SPA,-,mt2o,,-,3672,,-,-,,-,combustion,-,294.0,-,-,,-,,C.H. 7486,-,-,-,ram,,,-,0.012987,,,-,-,-,gasolina,-,,0.02485,,0.0001242,-,2025,ice,mediano,7.6,294.0,0.0,6.21e-05,0.0,0.0,0.0,0.0,0.0,0.012987,0.004536,0.001957,0.012425,96.861.240-9,ASTA968612409
7414,SZ10188EL0825S00-K,-,e vitara 4wd (135 kw),-,2025-10-15,,-,-,2360.0,-,-,,-,-,-,,,-,A,-,-,,-,-,128,station wagon,0,-,-,1800,,-,-,-,-,,,,4.86,,-,,-,-,,derco s.p.a.,-,lpe,,-,2700,,-,-,,-,vehiculo electrico,-,,-,-,,47.6,,C.H. 7487,-,-,-,suzuki,5.9,,-,,,,-,-,-,electrico,-,,,,,-,2025,bev,liviano,50.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
7415,SZ10188EL0825S01-4,-,e vitara 2wd (128 kw),-,2025-10-15,,-,-,2250.0,-,-,,-,-,-,,,-,A,-,-,,-,-,128,station wagon,0,-,-,1800,,-,-,-,-,,,,4.86,,-,,-,-,,derco s.p.a.,-,lpe,,-,2700,,-,-,,-,vehiculo electrico,-,,-,-,,-,,C.H. 7487,-,-,-,suzuki,6.3,,-,,,,-,-,-,electrico,-,,,,,-,2025,bev,liviano,54.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
