MARCA,MODELO,CODIGO_INFORME_TECNICO,FECHA_HOML,FOOT_PRINT_MT2,AÑO,TIPO_LDV,CATEGORIA_PROPULSION,RUT,IMP_COD,EMIS_NORMA,CATEGORIA_VH,PESO_BRUTO_VH_KG,TRANSMISION,EMIS_CO2_EQUIV,REND_EQUIV_KML,N2O_GKM,MP_GKM,NP,HCHO_MGKM,HC_GKM,HC_NOX_GKM,HCNM_GKM,NMOG_NOX_GKM,NOX_GKM,NMOG_GKM,CO_GKM
land rover,range rover evoque 1.5i autobiography phev,LR9118E60523S07-8,2023-06-06,5.104624,2023,liviano,,96.899.100-0,DITE968991000,euro 6 b,lph,2660.0,A,44.0,14.73,0.0,5e-05,61100000000.0,0.0,0.0261,0.0,0.0,0.0,0.00935,0.0,0.16755
land rover,range rover evoque 1.5i bronze colletion phev,LR9118E60523S08-1,2023-06-06,5.104624,2023,liviano,,96.899.100-0,DITE968991000,euro 6 b,lph,2660.0,A,44.0,14.73,0.0,5e-05,61100000000.0,0.0,0.0261,0.0,0.0,0.0,0.00935,0.0,0.16755
land rover,range rover evoque 1.5i edition phev,LR9118E60523S09-5,2023-06-06,5.104624,2023,liviano,,96.899.100-0,DITE968991000,euro 6 b,lph,2660.0,A,44.0,14.73,0.0,5e-05,61100000000.0,0.0,0.0261,0.0,0.0,0.0,0.00935,0.0,0.16755
farizon,e6 furgon,FA9004EL0323M00-6,2023-07-11,5.287,2023,mediano,bev,,,,mc3e,3495.0,A,0.0,35.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
farizon,v6e furgon,FA8997EL0323M00-3,2023-07-11,5.363,2023,mediano,bev,,,,mc3e,3000.0,A,0.0,39.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dfsk,suv 600 1.5 at,DS8936E60123S00-K,2023-06-07,5.194025,2023,liviano,ice,,,euro 6 b,lpo,2165.0,A,189.0,12.6,0.0,0.0003,194000000000.0,0.0,0.0139,0.0,0.0,0.0,0.01005,0.0,0.1441
jetour,"x70 1,5t mt",JT9132E60523S00-9,2023-06-09,5.168,2023,liviano,ice,77.230.785-5,KTRE772307855,euro 6 b,lpo,2045.0,M,179.0,13.2,0.0,0.0,0.0,0.0,0.02185,0.0,0.0,0.0,0.0169,0.0,0.3685
gac,gac emkoo,GC9125E60523S00-7,2023-06-12,5.22775,2023,liviano,ice,96.861.240-9,ASTA968612409,euro 6 c,lpo,1915.0,A,157.0,15.2,0.0,0.0013,1000000000.0,0.0,0.01705,0.0391,0.0,0.0,0.01035,0.0,0.12215
gac,emkoo 1.5t gdi gl,GC9125E60224S01-4,2024-02-05,5.22775,2024,liviano,ice,96.861.240-9,ASTA968612409,euro 6 c,lpo,1915.0,A,157.0,15.2,0.0,0.0013,1000000000.0,0.0,0.01705,0.0391,0.0,0.0,0.01035,0.0,0.12215
gac,emkoo 1.5t gdi ge,GC9125E60224S02-8,2024-02-05,5.22775,2024,liviano,ice,96.861.240-9,ASTA968612409,euro 6 c,lpo,1915.0,A,157.0,15.2,0.0,0.0013,1000000000.0,0.0,0.01705,0.0391,0.0,0.0,0.01035,0.0,0.12215
jac,refine m3 ev at,JC9070EL0423M00-5,2023-06-08,5.4362,2023,mediano,bev,79.649.140-K,GILD79649140K,,mc3e,2835.0,A,0.0,36.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chery,arrizo 6 pro glx cvt,CY9037E60323S00-3,2023-06-07,4.8071,2023,liviano,ice,96.861.240-9,ASTA968612409,euro 6 b,lpo,1715.0,A,190.0,12.5,0.0,0.0,0.0,0.0,0.02705,0.0,0.0,0.0,0.00855,0.0,0.14235
chery,arrizo 6 pro gls cvt,CY9037E60323S01-7,2023-06-07,4.8071,2023,liviano,ice,96.861.240-9,ASTA968612409,euro 6 b,lpo,1715.0,A,190.0,12.5,0.0,0.0,0.0,0.0,0.02705,0.0,0.0,0.0,0.00855,0.0,0.14235
honda,accord,HN9083T3C0423S00-8,2023-06-08,5.26946,2023,liviano,ice,96.870.620-9,HOND968706209,tier 3 b70,lpo,1960.0,A,155.0,14.7,0.0,0.00025,0.0,0.000125,0.0,0.0,0.0,0.0,0.0,0.0,0.040625
opel,"vivaro 2,0 hdi 145 mt6",OP8956E60223M00-7,2023-06-15,6.288,2023,mediano,ice,84.687.500-K,STEL84687500K,euro 6 b,mc3d,3100.0,M,160.0,14.36,0.0,0.00065,56000000000.0,0.0,0.0,0.0448,0.0,0.0,0.0215,0.0,0.03904999999999995
peugeot,expert 2.0 blue hdi 145 mt6,PG8955E60223M00-0,2023-06-15,6.288,2023,mediano,ice,84.687.500-K,STEL84687500K,euro 6 b,mc3d,3100.0,M,160.0,14.36,0.0,0.00065,56000000000.0,0.0,0.0,0.0448,0.0,0.0,0.0215,0.0,0.03904999999999995
citroen,jumpy xl bluehdi 145 bvm6,CT8992E60223M00-2,2023-06-13,6.288,2023,mediano,ice,93.435.000-6,CITR934350006,euro 6 c,mc3d,3100.0,M,160.0,14.36,0.0,0.00065,5.6,0.0,0.0,0.0449,0.0,0.0,0.0215,0.0,0.03904999999999995
opel,mokka 1.2t mt6 e6.4,OP9015E60323S00-4,2023-06-13,4.57703,2023,liviano,ice,84.687.500-K,STEL84687500K,euro 6 e,lpo,1715.0,M,115.0,19.9,0.0,0.00013,3000000000.0,0.0,0.0049,0.0,0.0,0.0,0.006,0.0,0.06584999999999995
opel,mokka 1.2t mt6 mca,OP9015E61124S01-9,2024-11-21,4.57703,2024,liviano,ice,84.687.500-K,STEL84687500K,euro 6 e,lpo,1715.0,M,115.0,19.9,0.0,0.00013,3000000000.0,0.0,0.0049,0.0,0.0,0.0,0.006,0.0,0.06584999999999995
mclaren,artura,MC8910E60123S00-5,2023-06-14,5.05032,2023,liviano,,79.528.410-9,LEON795284109,euro 6 d,lph,1756.0,A,135.0,14.73,0.0,0.000245,418000000000.0,0.0,0.011375,0.0,0.0,0.0,0.00432,0.0,0.287775
mclaren,artura coupe,MC8910E60123S01-9,2023-06-14,5.05032,2023,liviano,,79.528.410-9,LEON795284109,euro 6 d,lph,1756.0,A,135.0,14.73,0.0,0.000245,418000000000.0,0.0,0.011375,0.0,0.0,0.0,0.00432,0.0,0.287775
subaru,crosstrek 2.0 mhev cvt,SB9109E60523S00-0,2023-04-15,4.797,2023,liviano,ice,,,euro 6 b,lpo,2100.0,CVT,165.0,13.9,0.0,0.00010499999999995,261000000000.0,0.0,0.02155,0.0,0.0,0.0,0.01639999999999995,0.0,0.27285000000000004
porsche,718 boxster spyder,PO9099E60423S00-0,2023-06-16,4.473684,2023,liviano,ice,96.899.100-0,DITE968991000,euro 6 b,lpo,1720.0,M,287.0,8.3,0.0,0.00165,207000000.0,0.0,0.0161,0.0,0.0,0.0,0.00325,0.0,0.06609999999999995
porsche,718 cayman gt4,PO9099E60423S01-4,2023-06-16,4.473684,2023,liviano,ice,96.899.100-0,DITE968991000,euro 6 b,lpo,1750.0,M,287.0,8.3,0.0,0.00165,207000000.0,0.0,0.0161,0.0,0.0,0.0,0.00325,0.0,0.06609999999999995
swm,g05 pro 1.5t mpi 6mt e6b,SW9138E60523S00-2,2023-06-19,5.115,2023,liviano,ice,79.649.140-K,GILD79649140K,euro 6 b,lpo,2070.0,M,202.0,11.7,0.0,0.0,0.0,0.0,0.0357,0.0,0.0,0.0,0.0056,0.0,0.3117
mazda,cx-60 2.5 at 4wd,MZ9141E60523S00-K,2023-06-19,5.4243,2023,liviano,ice,,,euro 6 b,lpo,2344.0,A,167.0,13.6,0.0,4e-05,165000000000.0,0.0,0.0089,0.0,0.0,0.0,0.0054,0.0,0.07765
mazda,cx-60 2.5 at 2wd,MZ9141E60523S01-3,2023-06-19,5.4243,2023,liviano,ice,93.061.000-3,ALAM930610003,euro 6 b,lpo,2296.0,A,167.0,13.6,0.0,4e-05,165000000000.0,0.0,0.0089,0.0,0.0,0.0,0.0054,0.0,0.07765
dfsk,"truck dc c22 1,3",DS8892E60123S00-1,2023-06-20,4.3056,2023,liviano,ice,,,euro 6 b,cc1o,1990.0,M,163.0,14.5,0.0,0.0,0.0,0.0,0.0266,0.0,0.0,0.0,0.0073,0.0,0.43825
dfsk,"truck cs c21 1,3",DS8892E60123S01-5,2023-06-20,4.3056,2023,liviano,ice,,,euro 6 b,cc1o,1920.0,M,163.0,14.5,0.0,0.0,0.0,0.0,0.0266,0.0,0.0,0.0,0.0073,0.0,0.43825
dfsk,"cargo box cs c21 1,3",DS8892E60123S02-9,2023-06-20,4.3056,2023,liviano,ice,,,euro 6 b,cc1o,1990.0,M,163.0,14.5,0.0,0.0,0.0,0.0,0.0266,0.0,0.0,0.0,0.0073,0.0,0.43825
dfsk,"refritruck c21 1,3",DS8892E60123S03-2,2023-06-20,3.9234,2023,liviano,ice,,,euro 6 b,cc1o,1950.0,M,163.0,14.5,0.0,0.0,0.0,0.0,0.0266,0.0,0.0,0.0,0.0073,0.0,0.43825
mazda,"mazda3 2,5 sdn at",MZ9145E60523S00-1,2023-06-20,4.891375,2023,liviano,ice,93.061.000-3,ALAM930610003,euro 6 b,lpo,1916.0,A,177.0,13.4,0.0,0.00025,2940000.0,0.0,0.0138,0.0,0.0,0.0,0.00204999999999995,0.0,0.241
geely,geometry c gk,GY9112EL0523S00-7,2023-06-24,4.9491,2023,liviano,bev,,,,lpe,2075.0,A,0.0,36.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gac,gac gs3,GC9135E60523S00-1,2023-06-23,4.9025,2023,liviano,ice,96.861.240-9,ASTA968612409,euro 6 c,lpo,1795.0,A,145.0,16.4,0.0,0.00025,240000000000.0,0.0,0.016,0.0,0.0,0.0,0.00484999999999995,0.0,0.06365
gac,emzoom,GC9135E60923S01-1,2023-09-14,4.9025,2023,liviano,ice,96.861.240-9,ASTA968612409,euro 6 c,lpo,1795.0,A,145.0,16.4,0.0,0.00025,240000000000.0,0.0,0.016,0.0,0.0,0.0,0.00484999999999995,0.0,0.06365
gac,emzoom 1.5t gb,GC9135E60224S02-2,2023-09-14,4.9025,2023,liviano,ice,96.861.240-9,ASTA968612409,euro 6 c,lpo,1795.0,A,145.0,16.4,0.0,0.00025,240000000000.0,0.0,0.016,0.0,0.0,0.0,0.00484999999999995,0.0,0.06365
gac,emzoom 1.5t gl,GC9135E60224S03-6,2023-09-14,4.9025,2023,liviano,ice,96.861.240-9,ASTA968612409,euro 6 c,lpo,1795.0,A,145.0,16.4,0.0,0.00025,240000000000.0,0.0,0.016,0.0,0.0,0.0,0.00484999999999995,0.0,0.06365
gac,emzoom 1.5t gl r-style,GC9135E60224S04-K,2023-09-14,4.9025,2023,liviano,ice,96.861.240-9,ASTA968612409,euro 6 c,lpo,1795.0,A,145.0,16.4,0.0,0.00025,240000000000.0,0.0,0.016,0.0,0.0,0.0,0.00484999999999995,0.0,0.06365
ssangyong,korando e-motion,SS9108EL0523S00-6,2023-06-27,5.00225,2023,liviano,bev,96.861.240-9,ASTA968612409,,lpe,2250.0,A,0.0,44.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
citroen,jumper iii l2h2,CT9170E60623M00-2,2023-06-28,7.0725,2023,mediano,ice,93.435.000-6,CITR934350006,euro 6 b,mc3d,3500.0,M,207.0,11.14,0.0,0.00027,81800.0,0.0,0.0,0.0832,0.0,0.0,0.0405,0.0,0.094
citroen,c3 1.6 puretech 115 eat6 shine,CT8668E60622S00-8,2023-06-29,4.406094,2023,liviano,ice,93.435.000-6,CITR934350006,euro 6 b,lpo,1539.0,A,166.0,14.3,0.0,0.0,0.0,0.0,0.01715,0.0,0.0,0.0,0.007,0.0,0.1128
lexus,ls500h,LX9156E60523M00-8,2023-06-29,5.9375,2023,mediano,hev,86.740.500-3,TOYO867405003,euro 6 b,mc3h,2725.0,A,177.54,14.73,0.0,0.00010499999999995,332000000000.0,0.0,0.02064999999999995,0.0,0.0,0.0,0.00075,0.0,0.1799
porsche,panamera 4s e-hybrid g2 ii,PO9134E60523M00-7,2023-06-30,5.71415,2023,mediano,,96.899.100-0,DITE968991000,euro 6 b,mc3h,2750.0,A,61.0,14.73,0.0,9.5e-05,680000000000.0,0.0,0.153018,0.0,0.0,0.0,0.00988,0.0,0.22819499999999995
porsche,panamera 4s e-hybrid g2 ii 5 asientos,PO9134E60523M01-0,2023-06-30,5.71415,2023,mediano,,96.899.100-0,DITE968991000,euro 6 b,mc3h,2825.0,A,61.0,14.73,0.0,9.5e-05,680000000000.0,0.0,0.153018,0.0,0.0,0.0,0.00988,0.0,0.22819499999999995
m. benz,sprinter 317,MB9101E60423M00-5,2023-06-30,7.4033,2023,mediano,ice,77.230.785-5,KTRE772307855,euro 6 d,mc3d,3500.0,M,256.0,9.05,0.0,0.00034,2490000000.0,0.0,0.0,0.0,0.0,0.0,0.01125,0.0,0.00835
m. benz,sprinter 315 cdi,MB9101E60423M01-9,2023-06-30,7.4033,2023,mediano,ice,77.230.785-5,KTRE772307855,euro 6 d,mc3d,3500.0,M,256.0,9.05,0.0,0.00034,2490000000.0,0.0,0.0,0.0,0.0,0.0,0.01125,0.0,0.00835
m. benz,vito 116,MB9116E60523M00-6,2023-07-03,6.2688,2023,mediano,ice,77.230.785-5,KTRE772307855,euro 6 b,mc3d,3050.0,M,172.0,13.4,0.0,0.00085,91400.0,0.0,0.0,0.092,0.0,0.0,0.0217,0.0,0.04104999999999995
m. benz,vito 114,MB9116E60523M01-K,2023-07-03,6.2688,2023,mediano,ice,77.230.785-5,KTRE772307855,euro 6 b,mc3d,3050.0,M,172.0,13.4,0.0,0.00085,91400.0,0.0,0.0,0.092,0.0,0.0,0.0217,0.0,0.04104999999999995
m. benz,v220d 8 asientos,MB9097E60423M00-5,2023-07-03,6.2688,2023,mediano,ice,77.230.785-5,KTRE772307855,euro 6 b,mc3d,3100.0,A,187.0,12.27,0.0,0.0002,424000000.0,0.0,0.0,0.0399,0.0,0.0,0.01275,0.0,0.0336
m. benz,v220d 7 asientos,MB9097E60423M01-9,2023-07-03,6.2688,2023,mediano,ice,77.230.785-5,KTRE772307855,euro 6 b,mc3d,3100.0,A,187.0,12.27,0.0,0.0002,424000000.0,0.0,0.0,0.0399,0.0,0.0,0.01275,0.0,0.0336
m. benz,v220d 6 asientos,MB9097E60423M02-2,2023-07-03,6.2688,2023,mediano,ice,77.230.785-5,KTRE772307855,euro 6 b,mc3d,3100.0,A,187.0,12.27,0.0,0.0002,424000000.0,0.0,0.0,0.0399,0.0,0.0,0.01275,0.0,0.0336
m. benz,vito 116 tourer 10 asientos,MB9097E60423M03-6,2023-07-03,6.2688,2023,mediano,ice,77.230.785-5,KTRE772307855,euro 6 b,mc3d,3100.0,A,187.0,12.27,0.0,0.0002,424000000.0,0.0,0.0,0.0399,0.0,0.0,0.01275,0.0,0.0336
m. benz,vito 116 tourer 8 asientos,MB9097E60423M04-K,2023-07-03,6.2688,2023,mediano,ice,77.230.785-5,KTRE772307855,euro 6 b,mc3d,3100.0,A,187.0,12.27,0.0,0.0002,424000000.0,0.0,0.0,0.0399,0.0,0.0,0.01275,0.0,0.0336
m. benz,vito 114 furgon,MB9097E60423M05-3,2023-07-03,6.2688,2023,mediano,ice,77.230.785-5,KTRE772307855,euro 6 b,mc3d,3050.0,A,187.0,12.27,0.0,0.0002,424000000.0,0.0,0.0,0.0399,0.0,0.0,0.01275,0.0,0.0336
m. benz,vito 116 furgon,MB9097E60423M06-7,2023-07-03,6.2688,2023,mediano,ice,77.230.785-5,KTRE772307855,euro 6 b,mc3d,3050.0,A,187.0,12.27,0.0,0.0002,424000000.0,0.0,0.0,0.0399,0.0,0.0,0.01275,0.0,0.0336
fest,e box-m,FS9159EL0623S00-2,2023-07-05,4.9105,2023,liviano,bev,,,,cc2e,2510.0,A,0.0,46.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mazda,mx-5 2.0 mt rht,MZ9147E60523S00-2,2023-07-05,4.00785,2023,liviano,ice,93.061.000-3,ALAM930610003,euro 6 b,lpo,1301.0,M,164.0,14.5,0.0,0.0014,44000000.0,0.0,0.0101,0.0,0.0,0.0,0.0047,0.0,0.15565
mazda,mx-5 2.0 mt soft top,MZ9147E60523S01-6,2023-07-05,4.00785,2023,liviano,ice,,,euro 6 b,lpo,1259.0,M,164.0,14.5,0.0,0.0014,44000000.0,0.0,0.0101,0.0,0.0,0.0,0.0047,0.0,0.15565
swm,g05 pro 2.0 mpi 5mt e6b,SW9190E60723S00-4,2023-07-05,5.115,2023,liviano,ice,79.649.140-K,GILD79649140K,euro 6 b,lpo,2075.0,M,200.0,11.8,0.0,0.0,0.0,0.0,0.02389999999999995,0.0,0.0,0.0,0.00354999999999995,0.0,0.27425
mg,mg rx5 1.5t dct,MG9094E60423S00-2,2023-07-05,5.066668,2023,liviano,ice,,,euro 6 b,lpo,1972.0,A,177.0,13.4,0.0,0.00015,294000.0,0.0,0.01844999999999995,0.0,0.0,0.0,0.00994999999999995,0.0,0.16269999999999996
mazda,mx-5 2.0 at rht,MZ9146E60523S00-7,2023-07-10,4.00785,2023,liviano,ice,,,euro 6 b,lpo,1323.0,A,174.0,13.6,0.0,0.0009,51600000.0,0.0,0.01325,0.0,0.0,0.0,0.002,0.0,0.13835
mazda,mx-5 2.0 at soft top,MZ9146E60523S01-0,2023-07-10,4.00785,2023,liviano,ice,,,euro 6 b,lpo,1277.0,A,174.0,13.6,0.0,0.0009,51600000.0,0.0,0.01325,0.0,0.0,0.0,0.002,0.0,0.13835
bmw,x1 xdrive25e,BM9157E60523S00-2,2023-07-10,4.96674,2023,liviano,,,,euro 6 b,lph,2430.0,A,36.0,14.73,0.0,5.4e-05,2600000000000.0,0.0,0.0208715,0.0,0.0,0.0,0.018976,0.0,0.1390575
toyota,bz4x bev,TY9152EL0523S00-6,2023-07-10,5.301,2023,liviano,bev,86.740.500-3,TOYO867405003,,lpe,2465.0,A,0.0,54.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mazda,cx-60 2.5 phev at 4wd,MZ9130E60523S00-K,2023-07-11,5.4243,2023,liviano,,,,euro 6 b,lph,2679.0,A,46.3,14.73,0.0,0.0,296000000000.0,0.0,0.0091,0.0,0.0,0.0,0.00635,0.0,0.1321
jetour,"x70 plus 1,6t 7dct",JT9148E60523S00-6,2023-07-20,5.168,2023,liviano,ice,77.230.785-5,KTRE772307855,euro 6 b,lpo,2137.0,A,202.0,11.7,0.0,0.000225,545000.0,0.0,0.0238,0.0,0.0,0.0,0.0119,0.0,0.25015
changan,"cx70 plus 1,5 turbo dct",CN9161E60623S00-3,2023-07-17,5.20982,2023,liviano,ice,,,euro 6 c,lpo,2100.0,A,175.0,13.5,0.0,0.0002,400000000000.0,0.0,0.0124,0.0,0.0,0.0,0.01185,0.0,0.12815
changan,x7 plus 1.5 turbo ta,CN9161E61023S01-0,2023-10-24,5.20982,2023,liviano,ice,,,euro 6 c,lpo,2100.0,A,175.0,13.5,0.0,0.0002,400000000000.0,0.0,0.0124,0.0,0.0,0.0,0.01185,0.0,0.12815
kia,"frontier c/c lx 2,5l 6mt",KI9140E60523M00-9,2023-07-11,4.5501,2023,mediano,ice,76.078.288-2,INDU760782882,euro 6 d,mc3d,3240.0,M,272.0,8.44,0.0,0.000365,220000000.0,0.0,0.0,0.0886,0.0,0.0,0.03665,0.0,0.0126
kia,"frontier d/c lx 2,5l 6mt",KI9140E60523M01-2,2023-07-11,4.5501,2023,mediano,ice,76.078.288-2,INDU760782882,euro 6 d,mc3d,3360.0,M,272.0,8.44,0.0,0.000365,220000000.0,0.0,0.0,0.0886,0.0,0.0,0.03665,0.0,0.0126
kia,"frontier p/up lx 2,5l 6mt",KI9140E60523M02-6,2023-07-11,4.5501,2023,mediano,ice,76.078.288-2,INDU760782882,euro 6 d,mc3d,3240.0,M,272.0,8.44,0.0,0.000365,220000000.0,0.0,0.0,0.0886,0.0,0.0,0.03665,0.0,0.0126
kia,"frontier c/c lx 2,5l 6mt ext",KI9140E60523M03-K,2023-07-11,4.5501,2023,mediano,ice,76.078.288-2,INDU760782882,euro 6 d,mc3d,3260.0,M,272.0,8.44,0.0,0.000365,220000000.0,0.0,0.0,0.0886,0.0,0.0,0.03665,0.0,0.0126
bmw,ix xdrive50,BM9158EL0523M00-3,2023-07-12,6.69,2023,mediano,bev,,,,,3145.0,A,0.0,39.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dongfeng,df-212 plus d/c,DF9078E60423M00-2,2023-07-12,6.072,2023,mediano,ice,83.019.900-4,TATT830199004,euro 6 b,mc2o,3450.0,M,238.0,12.6,0.0,0.0,0.0,0.0,0.0407,0.0,0.0,0.0,0.00785,0.0,0.46605
dongfeng,df-212 s/c,DF9078E60423M01-6,2023-07-12,5.612,2023,mediano,ice,83.019.900-4,TATT830199004,euro 6 b,mc2o,3450.0,M,238.0,12.6,0.0,0.0,0.0,0.0,0.0407,0.0,0.0,0.0,0.00785,0.0,0.46605
chery,tiggo 7 pro max 1.6t dct awd,CY9178E60623S00-8,2023-07-13,4.91814,2023,liviano,ice,96.861.240-9,ASTA968612409,euro 6 b,lpo,1967.0,A,186.0,12.8,0.0,0.00033,47900000000.0,0.0,0.02665,0.0,0.0,0.0,0.0088,0.0,0.18525
porsche,cayenne s e3 ii,PO9177E60623M00-0,2023-07-13,5.740785,2023,mediano,ice,,,euro 6 c,mc3o,2930.0,A,270.0,8.5,0.0,3e-05,3690000000.0,0.0,0.00509999999999995,0.0,0.0,0.0,0.005,0.0,0.1046
porsche,cayenne s coupe e3 ii,PO9177E60623M01-4,2023-07-13,5.740785,2023,mediano,ice,,,euro 6 c,mc3o,2910.0,A,270.0,8.5,0.0,3e-05,3690000000.0,0.0,0.00509999999999995,0.0,0.0,0.0,0.005,0.0,0.1046
chery,tiggo 7 pro 1.6t dct,CY9175E60623S00-1,2023-07-13,4.91814,2023,liviano,ice,96.861.240-9,ASTA968612409,euro 6 b,lpo,1887.0,A,172.0,13.8,0.0,0.000825,93900000.0,0.0,0.02525,0.0,0.0,0.0,0.00865,0.0,0.2119
swm,g03f 1.5 mpi 5mt e6b,SW9124E60523S00-6,2023-07-17,5.0457,2023,liviano,ice,79.649.140-K,GILD79649140K,euro 6 b,lpo,1925.0,M,178.0,13.3,0.0,0.0,0.0,0.0,0.02005,0.0,0.0,0.0,0.0129,0.0,0.2061
bmw,xm station wagon,BM9131E60523M00-9,2023-07-18,6.846525,2023,mediano,,,,euro 6 b,mc3h,3300.0,A,61.0,14.73,0.0,0.000275,1700000000000.0,0.0,0.0145,0.0,0.0,0.0,0.0019,0.0,0.22405
bmw,xm label,BM9131E60324M01-5,2024-03-19,6.846525,2024,mediano,,96.695.420-5,WILL966954205,euro 6 b,mc3h,3300.0,A,61.0,14.73,0.0,0.000275,1700000000000.0,0.0,0.0145,0.0,0.0,0.0,0.0019,0.0,0.22405
kaiyi,kye 5 1.5t tm,KA9128E60523S00-3,2023-07-19,4.9275,2023,liviano,ice,77.230.785-5,KTRE772307855,euro 6 b,lpo,1797.0,M,176.0,13.5,0.0,0.0,0.0,0.0,0.01675,0.0,0.0,0.0,0.01219999999999995,0.0,0.11425
kaiyi,kye 5 1.5t cvt,KA9126E60523S00-2,2023-07-19,4.9275,2023,liviano,ice,77.230.785-5,KTRE772307855,euro 6 b,lpo,1797.0,A,181.0,13.1,0.0,0.0,0.0,0.0,0.02835,0.0,0.0,0.0,0.0132,0.0,0.23535
porsche,911 carrera t 992,PO9183E60723S00-4,2023-07-25,4.5374,2023,liviano,ice,96.899.100-0,DITE968991000,euro 6 b,lpo,1930.0,M,244.0,9.4,0.0,6.5e-05,140000000000.0,0.0,0.00998,0.0,0.0,0.0,0.00607,0.0,0.157095
porsche,911 carrera t 992 2 asientos,PO9183E60723S01-8,2023-07-25,4.5374,2023,liviano,ice,96.899.100-0,DITE968991000,euro 6 b,lpo,1850.0,M,244.0,9.4,0.0,6.5e-05,140000000000.0,0.0,0.00998,0.0,0.0,0.0,0.00607,0.0,0.157095
geely,starray 2.0t,GY9176E60623S00-8,2023-07-19,5.2763,2023,liviano,ice,77.955.907-6,GEEL779559076,euro 6 b,lpo,2075.0,A,187.0,12.7,0.0,0.0004,3800000.0,0.0,0.0153,0.0,0.0,0.0,0.01175,0.0,0.1363
mazda,cx-60 3.3 h3t mhev at 4wd,MZ9144E60523S00-6,2023-07-19,5.4243,2023,liviano,ice,,,euro 6 b,lpo,2496.0,A,174.0,13.0,0.0,0.000245,891000000000.0,0.0,0.01085,0.0,0.0,0.0,0.009,0.0,0.14045
renault,kangoo e-tech l2,RN9167EL0623S00-5,2023-07-20,5.05176,2023,liviano,bev,,,,cc3e,2500.0,A,0.0,57.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renault,kangoo e-tech l1,RN9167EL0623S01-9,2023-07-20,4.932813,2023,liviano,bev,,,,cc3e,2300.0,A,0.0,57.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
porsche,911 turbo coupe 992,PO9184E60723S00-K,2023-07-20,4.655,2023,liviano,ice,,,euro 6 b,lpo,2040.0,A,264.0,8.7,0.0,0.00059499999999995,1590000000000.0,0.0,0.01225,0.0,0.0,0.0,0.0111,0.0,0.1618
porsche,911 turbo cabriolet 992,PO9184E60723S01-3,2023-07-20,4.655,2023,liviano,ice,96.899.100-0,DITE968991000,euro 6 b,lpo,2010.0,A,264.0,8.5,0.0,0.00059499999999995,1590000000000.0,0.0,0.01225,0.0,0.0,0.0,0.0111,0.0,0.1618
maserati,crecale trofeo,MS9164E60623S00-2,2023-07-25,5.741079,2023,liviano,ice,96.861.240-9,ASTA968612409,euro 6 d,lpo,2670.0,A,251.0,9.1,0.0,6.5e-05,77200000000.0,0.0,0.011345,0.0,0.0,0.0,0.003385,0.0,0.122185
suzuki,fronx 1.5 isg at,SZ9173E60623S00-4,2023-07-21,4.4478,2023,liviano,ice,,,euro 6 c,lpo,1480.0,A,120.0,18.9,0.0,0.0,0.0,0.0,0.01235,0.0,0.0,0.0,0.0032,0.0,0.21
suzuki,fronx 1.5 isg mt,SZ9174E60623S00-K,2023-07-24,4.4478,2023,liviano,ice,,,euro 6 c,lpo,1480.0,M,118.0,19.2,0.0,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0032,0.0,0.20625
land rover,defender 130 3.0i x-dynamic s mhev,LR9189E60723M00-6,2023-07-24,6.031912,2023,mediano,ice,,,euro 6 b,mc3o,3380.0,A,218.0,10.4,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136
land rover,defender 130 3.0i s mhev,LR9189E60723M01-K,2023-07-24,6.031912,2023,mediano,ice,96.899.100-0,DITE968991000,euro 6 b,mc3o,3380.0,A,218.0,10.4,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136
land rover,defender 130 3.0i se mhev,LR9189E60723M02-3,2023-07-24,6.031912,2023,mediano,ice,96.899.100-0,DITE968991000,euro 6 b,mc3o,3380.0,A,218.0,10.4,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136
land rover,defender 130 3.0i hse mhev,LR9189E60723M03-7,2023-07-24,6.031912,2023,mediano,ice,96.899.100-0,DITE968991000,euro 6 b,mc3o,3380.0,A,218.0,10.4,0.0,0.000125,248000000000.0,0.0,0.01465,0.0,0.0,0.0,0.00934999999999995,0.0,0.136
